allZT	nbZT
AT1G07210	1
AT5G60690	3
AT4G32340	1
AT1G07440	2
AT4G21980	1
AT1G51940	1
AT5G14950	2
AT3G20920	2
AT3G52420	1
AT4G26610	1
AT5G04070	1
AT5G53880	1
AT1G15820	2
AT2G45315	1
AT1G05860	1
AT5G19570	2
AT5G16290	1
AT3G45620	1
AT4G01130	1
AT3G11890	2
AT5G23190	1
AT4G11420	1
AT4G12640	1
AT4G11460	1
AT1G07910	1
AT2G15280	1
AT1G65190	1
AT5G17710	1
AT1G78050	1
AT4G01000	1
AT1G58170	2
AT5G52880	1
AT3G11820	1
AT5G01590	2
AT5G48680	1
AT2G03810	1
AT2G33585	1
AT2G43810	1
AT1G44800	1
AT2G22260	1
AT3G48570	1
AT3G53950	2
AT4G12030	1
AT2G33735	1
AT5G41400	1
AT1G21390	3
AT4G35600	1
AT5G07960	1
AT1G14460	1
AT4G00800	2
AT1G14140	2
AT4G14100	1
AT1G03110	1
AT3G24518	1
AT1G11755	1
AT3G57030	1
AT3G29160	1
AT2G03800	1
AT5G60590	1
AT1G10350	1
AT3G13235	1
AT5G12210	1
AT3G17205	1
AT5G53360	1
AT3G49140	1
AT3G09810	2
AT3G12600	1
AT5G65520	1
AT1G11860	1
AT5G56550	2
AT5G42080	1
AT5G48630	1
AT2G42820	1
AT4G23600	2
AT1G04790	2
AT5G57050	1
AT1G74280	1
AT4G37320	1
AT3G07470	3
AT2G27400	2
AT2G40090	2
AT5G11850	1
AT4G25260	2
AT4G34135	1
AT2G41150	2
AT4G34190	1
AT5G66658	1
AT2G34430	1
AT5G66310	3
AT3G07310	1
AT3G59220	1
AT5G63080	1
AT3G59660	1
AT2G46540	1
AT4G36020	1
AT5G28840	1
AT4G17695	1
AT2G43630	1
AT1G68220	1
AT4G09180	1
AT2G27200	4
AT1G73880	1
AT4G38020	1
AT2G46070	1
AT2G22670	1
AT2G04270	1
AT5G13830	1
AT1G05200	1
AT1G65032	1
AT2G37680	1
AT2G33835	1
AT4G04860	1
AT2G19310	1
AT1G01440	1
AT2G23080	1
AT1G06530	1
AT2G20840	1
AT1G49560	1
AT3G27420	1
AT1G07260	1
AT2G20330	1
AT2G25830	1
AT1G52420	1
AT2G37180	2
AT3G11200	1
AT3G48070	1
AT2G36090	1
AT4G25400	1
AT5G21274	1
AT3G62050	1
AT5G51540	1
AT5G62460	1
AT3G04310	1
AT5G63050	1
AT1G32750	1
AT4G12720	1
AT3G62860	1
AT1G80340	1
AT1G05070	1
AT1G16000	3
AT1G80150	1
AT2G37035	1
AT3G44150	1
AT1G12110	1
AT1G13300	1
AT3G59670	1
AT5G44670	2
AT5G58860	1
AT3G03020	1
AT1G64150	1
AT3G14210	2
AT2G39020	2
ATCG00490	2
AT4G10270	1
AT3G06810	1
AT5G43670	1
AT3G01150	1
AT5G42092	1
AT1G52930	1
AT1G13060	1
AT2G23050	1
AT4G16008	2
AT4G08790	2
AT1G65410	1
AT1G71010	2
AT1G73770	1
AT5G13240	1
AT5G21060	1
AT2G01120	1
AT1G01120	1
AT1G13260	1
AT1G06950	1
AT2G06000	2
AT2G02090	1
AT3G23590	2
AT5G64650	1
AT2G41050	1
AT3G54750	2
AT2G35510	1
AT5G55450	1
AT4G10920	1
AT5G46170	2
AT5G44340	1
AT5G66820	1
AT4G30750	1
AT4G25710	1
AT5G47700	1
AT5G15930	1
AT1G03250	2
AT5G12880	2
AT3G56840	1
AT5G51890	4
AT5G65180	1
AT1G50440	1
AT3G05590	2
AT4G33480	1
AT3G12145	1
AT3G28270	1
AT4G16444	1
AT1G03550	1
AT2G19790	1
AT5G51280	1
AT4G13495	1
AT1G55690	1
AT3G51000	1
AT5G54910	1
AT1G48600	2
AT4G11630	1
AT3G18890	1
AT3G14760	1
AT4G17170	1
AT4G04320	1
AT5G02770	2
AT3G17410	2
AT4G14870	1
AT2G01290	2
AT2G27960	1
AT1G08350	1
AT2G22650	3
AT1G60070	1
AT3G44310	1
AT5G11390	1
AT5G20885	1
AT5G19440	1
AT5G25150	2
AT5G04090	1
AT3G48050	1
AT4G19900	1
AT5G43920	1
AT5G37360	1
AT1G23440	1
AT3G29780	1
AT2G32040	1
AT5G12290	1
AT4G33310	1
AT4G26965	1
AT4G17420	1
AT4G29660	1
AT1G08980	1
AT4G22840	1
AT5G23010	1
AT5G66860	1
AT3G60630	1
AT3G07220	1
AT4G09970	1
AT2G30600	1
AT2G45740	1
AT3G45590	2
AT1G10865	1
AT1G72480	1
AT5G38020	1
AT3G43540	1
AT4G27870	1
AT1G20670	1
AT5G02940	1
AT3G18130	1
AT2G23470	1
AT3G05840	1
AT3G51820	1
AT5G41010	1
AT1G06500	1
AT1G27120	1
AT1G24909	1
AT2G17110	1
AT5G63120	1
AT5G64700	2
AT5G13740	1
AT1G08910	1
AT3G55660	1
AT5G54590	2
AT1G51740	2
AT3G61600	1
AT2G33250	1
AT5G01450	1
AT3G61620	1
AT5G18520	1
AT1G15740	1
AT3G03220	1
AT1G24340	1
AT1G03000	2
AT3G17020	1
AT3G12020	1
AT5G56540	1
AT1G19750	2
AT2G35635	2
AT1G27760	1
AT2G31230	3
AT5G08760	2
AT2G46500	1
AT4G22980	2
AT5G60620	1
AT3G08720	1
AT3G04880	1
AT5G62890	1
AT4G39040	1
AT3G45780	1
AT3G49470	1
AT2G39450	2
AT5G37370	1
AT5G49880	1
AT3G49350	3
AT1G65060	1
AT3G10360	2
AT4G08870	1
AT1G73250	1
AT4G01950	1
AT4G26790	2
AT2G43900	2
AT4G00170	2
AT3G46560	1
AT3G21060	1
AT5G38520	1
AT5G42100	1
AT2G32850	1
AT1G79080	1
AT3G04260	1
AT1G13460	1
AT5G61220	2
AT3G44330	1
AT4G14620	2
AT2G19780	1
AT4G18593	1
AT2G39390	1
AT1G47580	1
AT1G74910	1
AT4G16155	1
AT1G73820	1
AT2G35860	2
AT5G51130	1
AT5G39590	1
AT4G05450	1
AT1G51980	1
AT3G51420	2
AT1G12880	1
AT5G25840	1
AT2G01830	1
AT3G12620	1
AT2G41340	1
AT3G60830	2
AT3G55320	2
AT5G21160	1
AT1G30490	1
AT4G08810	1
AT5G05600	1
AT1G18070	1
AT5G11650	1
AT2G20920	1
AT2G31240	2
AT2G01600	1
AT2G46320	1
AT3G63440	1
AT5G26990	1
AT5G14120	1
AT2G21120	1
AT3G54690	1
AT4G35490	1
AT3G57430	1
AT1G31120	2
AT5G56040	1
AT5G61880	1
AT5G27640	2
AT2G25980	1
AT5G41880	1
AT5G10050	1
AT1G73710	2
AT5G22130	1
AT5G04900	1
AT1G56660	1
AT2G06530	1
AT5G49630	1
AT3G21140	1
AT2G36200	1
AT3G15570	1
AT2G47390	1
AT3G10840	1
AT3G08943	1
AT5G19200	2
AT1G22020	2
AT3G58690	1
AT1G71310	1
AT1G73500	1
AT1G72190	1
AT1G19370	1
AT1G05700	2
AT4G30950	1
AT2G28810	2
AT5G47690	2
AT2G28890	1
AT5G22050	1
AT4G16143	1
AT3G19830	1
AT5G02040	1
AT2G14720	1
AT3G61200	1
AT5G15260	1
AT5G66910	1
AT1G68430	2
AT3G55130	1
AT3G56340	1
AT2G16405	1
AT4G17800	1
AT2G25880	1
AT5G03690	1
AT5G60020	1
AT1G23040	1
AT5G39740	1
AT3G13610	1
AT5G27120	2
AT5G56890	1
AT1G70370	1
AT2G29050	1
AT1G74940	1
AT3G05727	1
AT5G51350	1
AT2G33330	1
AT4G17050	1
AT2G20950	2
AT1G35670	1
AT5G08260	1
AT5G66770	1
AT5G14680	1
AT5G44480	2
AT3G16200	1
AT4G32140	1
AT1G13560	1
AT3G20110	1
AT5G35220	2
AT5G19390	1
AT5G16720	1
AT5G14370	1
AT4G31410	2
AT3G13674	1
AT2G38480	2
AT5G14460	1
AT1G08360	1
AT4G21960	2
AT1G29530	3
AT4G27830	1
AT5G59790	1
AT3G25230	1
AT4G33690	1
AT2G25660	1
AT5G13060	1
AT5G56260	2
AT3G05020	1
AT5G65480	1
AT2G20900	1
AT3G22900	1
AT4G36870	2
AT1G54355	1
AT1G03220	1
AT4G35785	2
AT1G28350	2
AT4G31600	1
AT1G69220	1
AT2G33510	1
AT1G78650	2
AT1G20850	2
AT1G47720	1
AT2G35430	1
AT3G05120	3
AT1G80550	2
AT4G33180	1
AT1G18440	3
AT3G19290	3
AT5G40440	2
AT3G28920	1
AT3G10080	1
AT1G14810	1
AT4G37280	1
AT4G05520	1
AT1G07230	1
AT4G39940	1
AT2G45695	2
AT2G39750	1
AT4G09020	1
AT3G19360	1
AT2G14520	1
AT2G48110	1
AT1G04240	2
AT3G56360	1
AT4G35940	1
AT3G48860	1
AT1G49410	1
AT5G11560	2
AT1G12380	1
AT5G25540	1
AT3G05900	1
AT2G35010	1
AT2G40960	1
AT2G45950	1
AT5G50450	1
AT2G26000	1
AT2G42030	1
AT1G07790	1
AT3G50520	2
AT1G10760	1
AT1G06780	1
AT2G17730	1
AT1G47250	1
AT5G23410	1
AT1G19715	2
AT2G18560	1
AT4G26550	2
AT5G05090	1
AT1G66270	1
AT1G50020	1
AT4G01700	2
AT1G59990	1
AT2G33530	1
AT3G56130	1
AT3G15357	1
AT1G42540	2
AT3G01360	1
AT5G08680	1
AT4G10380	1
AT2G40880	1
AT2G18800	1
AT5G38690	1
AT3G04970	1
AT4G02760	1
AT3G48170	1
AT5G10940	2
AT1G19000	1
AT4G38950	1
AT3G50410	1
AT1G29965	1
AT1G73470	1
AT2G37300	1
AT3G52400	1
AT1G43800	1
AT4G22190	1
AT4G35410	1
AT2G43330	1
AT5G27350	1
AT3G29200	1
AT4G28820	1
AT5G15400	1
AT5G18290	1
AT4G31860	1
AT3G11580	1
AT4G36090	1
AT1G26880	1
AT5G23920	1
AT1G58250	1
AT5G09900	1
AT1G45191	1
AT1G50480	1
AT1G51340	1
AT2G43535	1
AT5G01470	2
AT3G15780	1
AT3G53700	2
AT2G27230	1
AT1G15250	1
AT3G27906	1
AT2G19572	1
AT1G08920	1
AT2G39630	1
AT4G13530	1
AT3G12730	2
AT1G76878	2
AT5G04250	1
AT5G47370	1
AT5G63410	1
AT5G42050	1
AT5G44520	1
AT5G45950	1
AT5G53760	1
AT1G28540	1
AT3G19650	1
AT5G37260	1
AT1G26850	1
AT3G02690	1
AT3G09050	2
AT3G22160	1
AT2G39170	1
AT1G08125	1
AT4G36945	1
AT5G11630	1
AT2G14255	1
AT5G07000	1
AT1G01160	1
AT1G49480	1
AT4G08455	1
AT5G02380	1
AT2G48070	1
AT3G62330	1
AT3G05050	1
AT1G17130	1
AT3G12280	1
AT5G14730	1
AT2G01735	1
AT4G05410	2
AT5G41040	1
AT1G76270	1
AT4G32570	1
AT5G63320	1
AT5G11640	1
AT4G26500	2
AT4G10770	1
AT2G35060	1
AT1G09320	1
AT5G26600	1
AT1G56420	1
AT4G27940	1
AT2G01860	1
AT2G39445	1
AT2G44970	1
AT3G57350	1
AT3G26670	2
AT3G51990	1
AT1G18260	1
AT2G05840	1
AT2G20635	1
AT2G20180	1
AT2G35620	1
AT4G38200	1
AT2G02120	1
AT4G01750	1
AT5G02890	1
AT5G39210	1
AT4G02500	1
AT4G09520	1
AT3G55260	2
AT5G14800	1
AT1G15970	1
AT4G38860	1
AT3G04840	1
AT2G37150	1
AT2G33845	1
AT4G23820	1
AT4G34490	2
AT4G13360	1
AT1G05205	1
AT4G14930	1
AT1G33040	1
AT1G27000	2
AT2G40810	1
AT4G00200	1
AT2G14860	1
AT5G46160	1
AT5G60950	1
AT2G01090	1
AT4G32720	1
AT1G13700	1
AT4G39520	1
AT4G06634	1
AT3G20020	1
AT4G00180	1
AT5G47940	1
AT5G58070	1
AT1G23460	1
AT5G58060	1
AT5G57460	1
AT5G54430	1
AT1G15260	1
AT5G08430	1
AT3G10850	1
AT5G26290	1
AT5G48440	1
AT5G41685	1
AT4G19350	3
AT1G55265	1
AT5G22020	1
AT5G02540	1
AT5G58375	1
AT4G22730	1
AT5G62350	1
AT3G52905	1
AT1G79230	1
AT1G80930	1
AT5G51200	1
AT1G08210	1
AT3G25210	1
AT4G00590	1
AT1G05010	1
AT1G72270	1
AT1G03090	1
AT1G25440	1
AT2G30280	1
AT1G78895	1
AT1G02950	1
AT3G06820	1
AT5G17240	1
AT1G79390	2
AT2G35760	1
AT3G28900	1
AT5G06950	1
AT5G35580	1
AT3G47670	1
AT1G06070	1
AT5G26850	1
AT5G24570	1
AT4G18340	1
AT3G07180	1
AT4G29400	1
AT1G12440	1
AT1G60160	1
AT5G35735	1
AT5G12930	1
AT5G67220	1
AT3G59500	1
AT3G50480	1
AT5G24340	1
AT4G17510	1
AT5G49710	2
AT5G50780	2
AT1G10660	1
AT3G01910	2
AT4G26070	1
AT2G38330	1
AT3G11280	1
AT1G31360	1
AT4G30440	1
AT4G23250	2
AT3G07410	1
AT1G01920	1
AT4G04830	1
AT1G65710	1
AT5G51040	1
AT2G04842	1
AT1G18700	1
AT5G03850	1
AT1G34750	1
AT2G44065	2
AT3G60360	1
AT5G20130	1
AT4G31750	1
AT1G20620	1
AT4G01210	1
AT4G34860	2
AT3G14660	1
AT5G51430	1
AT3G22380	1
AT5G02490	1
AT1G32150	1
AT3G56690	1
AT5G03540	1
AT1G74700	1
AT1G54270	2
AT1G67680	1
AT4G36130	1
AT1G71990	2
AT2G03310	2
AT4G24200	1
AT2G21520	1
AT3G48460	1
AT5G20840	1
AT4G34150	1
AT4G32272	1
AT1G07610	2
AT5G19340	1
AT5G56100	1
AT2G39980	1
AT2G43060	1
AT5G47890	1
AT1G80890	1
AT2G21170	1
AT1G13245	1
AT3G52940	1
AT5G07670	2
AT1G63770	1
AT1G26270	1
AT3G21790	1
AT4G30800	2
AT4G11640	1
AT2G40970	1
AT1G54820	1
AT1G59720	1
AT2G03330	1
AT5G49950	1
AT4G16141	1
AT4G39620	1
AT3G50880	2
AT1G02720	1
AT3G03560	1
AT3G03950	1
AT4G21150	2
AT2G20630	1
AT1G51420	1
AT1G43900	1
AT3G18580	1
AT1G29990	1
AT3G61415	1
AT1G02780	1
AT4G16110	1
AT4G16447	1
AT5G37720	1
AT5G04800	1
AT1G70830	1
AT1G56300	1
AT5G06360	1
AT5G01920	2
AT4G38270	2
AT2G29540	1
AT5G62900	1
AT2G36900	1
AT1G47128	1
AT2G41980	1
AT4G35740	1
AT4G21790	1
AT1G78010	1
AT4G01560	1
AT3G13480	1
AT4G17470	1
AT3G01820	2
AT4G28060	1
AT5G65470	1
AT1G33140	2
AT4G24690	1
AT3G47610	1
AT5G15740	2
AT1G70340	1
AT5G64730	2
AT1G57680	1
AT1G01730	1
AT5G10460	2
AT5G11750	1
AT5G06210	1
AT2G35930	1
AT5G06230	1
AT5G44790	1
AT2G32090	1
AT3G18010	1
AT3G01680	1
AT4G21770	1
AT5G03490	1
AT4G29260	1
AT4G22540	1
AT1G56190	1
AT2G18840	1
AT5G16310	2
AT5G39510	1
AT2G21250	1
AT5G23860	2
AT1G80070	2
AT3G20430	1
AT2G22270	1
AT2G36360	1
AT5G18770	1
AT3G02910	1
AT1G11270	1
AT3G10330	1
AT3G57490	1
AT4G18480	1
AT3G58630	2
AT5G20110	1
AT1G75240	1
AT5G23520	1
AT5G22950	1
AT5G45430	1
AT2G23790	1
AT5G20650	1
AT4G19610	1
AT1G13970	1
AT5G37780	2
AT1G70310	1
AT4G29905	1
AT2G20020	1
AT1G01990	1
AT3G43670	1
AT4G33985	1
AT5G53020	1
AT5G47050	1
AT5G44550	2
AT3G63270	1
AT4G18970	1
AT4G21585	1
AT5G19760	1
AT4G14160	1
AT3G47860	1
AT1G77600	1
AT3G26085	1
AT5G40870	2
AT5G23610	1
AT3G27240	1
AT3G23325	1
AT1G08770	1
AT1G27510	1
AT5G51170	1
AT4G36610	2
AT2G01710	1
AT5G63110	1
AT2G42870	2
AT1G22280	2
AT5G65205	1
AT2G35940	2
AT3G44380	1
AT5G39790	1
AT4G31810	1
AT5G03300	1
AT4G19640	1
AT4G01590	1
AT5G62090	1
AT5G26749	1
AT2G20490	1
AT2G31880	1
AT4G24520	1
AT5G57815	1
AT5G27750	1
AT2G40730	1
AT1G76580	1
AT4G15180	2
AT2G05620	1
AT4G26480	1
AT1G78210	1
AT4G39980	1
AT3G23880	1
AT5G59090	1
AT5G51410	1
AT1G49590	1
AT1G59820	1
AT3G23540	1
AT2G29720	1
AT2G40100	1
AT2G33630	1
AT1G49180	1
AT3G05675	1
AT3G49860	2
AT2G10940	1
AT5G08120	1
AT1G77930	1
AT1G02500	1
AT2G31670	1
AT1G63310	1
AT3G45140	1
AT1G09300	1
AT3G13940	1
AT5G02850	1
AT4G22160	1
AT4G26455	1
AT4G27600	1
AT5G58960	1
AT1G56560	2
AT5G19620	1
AT1G54920	1
AT5G14970	1
AT1G75580	1
AT1G30500	1
AT1G79700	2
AT5G58040	1
AT3G20830	1
AT3G24800	1
AT5G26210	1
AT1G68650	1
AT1G48410	1
AT1G59710	1
AT4G27260	1
AT1G22590	2
AT5G62000	1
AT1G13910	2
AT1G34418	1
AT1G49860	1
AT5G65390	1
AT2G21790	1
AT3G56110	1
AT2G01850	1
AT1G29910	1
AT2G33435	1
AT3G51470	1
AT4G09950	1
AT4G00270	2
AT2G32440	1
AT3G02170	1
AT2G29320	1
AT1G75010	1
AT5G54870	1
AT3G21820	1
AT4G15802	1
AT3G03960	1
AT3G10410	1
AT3G12530	1
AT5G10450	1
AT5G61520	1
AT5G55550	1
AT3G04120	1
AT1G01290	1
AT2G33410	1
AT1G06060	1
AT2G39470	1
AT3G08630	2
AT1G61980	1
AT5G37475	1
AT2G47650	1
AT1G73760	1
AT4G39730	1
AT3G57170	1
AT1G32940	1
AT3G50920	1
AT4G10620	1
AT3G12290	1
AT4G27435	1
AT5G55960	1
AT1G23170	1
AT1G22403	1
AT5G27700	2
AT2G13790	2
AT3G62390	1
AT1G22860	1
AT5G27670	1
AT4G26160	1
AT3G08740	1
AT2G45490	1
AT1G26160	1
AT5G38470	1
AT3G09100	1
AT3G60150	2
AT3G16720	1
AT5G18430	1
AT5G38840	1
AT4G30690	1
AT2G18240	1
AT2G38560	1
AT3G12610	1
AT1G66280	1
AT3G61460	1
AT4G15640	1
AT1G48240	1
AT4G30320	1
AT1G20260	1
AT5G15210	1
AT3G53380	1
AT2G28480	1
AT5G63100	1
AT1G51700	1
AT3G06060	1
AT1G05730	1
AT4G08230	1
AT2G17550	2
AT1G53250	1
AT5G56210	1
AT4G22580	1
AT5G08440	1
AT1G62390	1
AT3G23700	1
AT3G50530	2
AT5G10620	1
AT1G01220	1
AT3G57090	2
AT1G08000	1
AT1G19870	1
AT4G24940	1
AT5G50350	1
AT5G66030	1
AT2G35530	1
AT3G52890	1
AT2G32960	1
AT5G04710	2
AT3G27180	1
AT5G07110	1
AT5G22800	1
AT4G38910	1
AT3G02650	1
AT4G27610	1
AT3G57300	1
AT5G44060	1
AT1G23120	2
AT5G16380	1
AT1G20816	1
AT2G48160	1
AT1G04080	1
AT1G58290	1
AT4G29540	1
AT5G05550	1
AT4G35840	1
AT4G17215	1
AT3G50630	1
AT3G14205	1
AT4G22285	1
AT2G18410	1
AT5G53250	1
AT2G41540	1
AT1G02100	1
AT3G54826	1
AT1G24180	2
AT1G16060	1
AT3G11810	1
AT5G23900	1
AT1G67580	1
AT2G01100	1
AT3G59870	1
AT3G20370	1
AT1G79570	1
AT3G05040	1
AT1G11630	1
AT1G07470	1
AT4G17940	1
AT1G76080	1
AT2G18520	1
AT4G22920	1
AT1G72740	1
AT2G32810	1
AT3G26330	1
AT4G20260	1
AT2G26740	1
AT2G36050	1
AT1G14730	1
AT1G64440	1
AT4G26710	2
AT3G16910	1
AT3G02190	1
AT2G18230	1
AT2G29310	1
AT5G65000	1
AT3G47080	1
AT1G74370	1
AT4G22753	1
AT4G20880	1
AT2G34620	1
AT5G38510	2
AT5G46920	1
AT5G43880	1
AT2G44660	1
AT1G49750	1
AT1G28090	1
AT4G12050	1
AT5G35190	1
AT3G24820	1
AT4G10840	2
AT2G38840	1
AT3G13070	1
AT5G60460	1
AT4G24660	1
AT3G21560	1
AT3G52570	1
AT3G61960	1
AT5G66120	2
AT2G44050	1
AT4G37130	1
AT4G09150	1
AT5G46640	1
AT3G06390	1
AT5G62050	1
AT3G48425	2
AT1G08580	1
AT4G02200	1
AT3G42950	1
AT1G02870	1
AT1G11120	1
AT2G02130	2
AT3G51920	1
AT1G23720	1
AT2G43160	1
AT3G13435	1
AT4G23940	1
AT2G31970	1
AT2G41070	1
AT1G23280	2
AT4G39090	2
AT1G35340	1
AT4G32670	1
AT5G24650	1
AT2G37478	1
AT2G41650	1
AT5G59210	1
AT5G64390	1
AT4G03550	1
AT5G67360	1
AT5G51820	1
AT1G47410	1
AT1G57990	1
AT4G36920	1
AT3G58760	1
AT4G30390	2
AT2G18876	1
AT3G10030	1
AT4G01870	1
AT3G57157	1
AT1G47380	1
AT1G53165	1
AT4G22212	2
AT3G01170	1
AT3G09570	2
AT3G28710	1
AT4G26320	1
AT5G06130	1
AT5G66210	1
AT1G22885	1
AT1G19850	1
AT4G30760	1
AT3G57790	1
AT4G18800	1
AT4G38920	1
AT1G65486	1
AT5G65620	1
AT1G06770	1
AT4G12650	1
AT5G35320	1
AT5G64770	1
AT1G61890	1
AT3G25580	1
AT5G49360	1
AT4G25130	1
AT2G36290	1
AT2G17970	1
AT1G08410	1
AT5G16260	1
AT1G28200	2
AT1G53310	1
AT1G56330	1
AT1G76140	2
AT2G48020	1
AT2G23755	1
AT4G38810	1
AT1G16810	1
AT3G01510	1
AT3G57180	1
AT4G12470	1
AT1G19520	2
AT1G30840	1
AT3G53480	1
AT1G47740	1
AT5G28750	1
AT3G16190	3
AT2G27800	2
AT2G21130	1
AT4G34680	1
AT5G19850	1
AT1G29785	1
AT5G60960	1
AT5G58950	1
AT3G02340	1
AT1G74960	2
AT2G33170	1
AT1G12240	1
AT3G11520	1
AT4G23410	1
AT3G15980	1
AT3G02350	1
AT5G17400	1
AT3G26090	1
AT5G64900	1
AT4G31350	1
AT4G04885	1
AT1G26450	1
AT2G31040	2
AT3G02150	2
AT1G52347	1
AT1G30530	1
AT5G52120	2
AT2G33830	1
AT1G52550	1
AT5G41670	1
AT1G21150	1
AT1G10682	1
AT1G75810	2
AT1G29800	1
AT1G62500	1
AT2G35320	2
AT1G79560	1
AT1G11450	1
AT5G11350	1
AT2G33990	1
AT5G56460	1
AT3G45930	1
AT1G50490	1
AT4G35270	2
AT4G26520	1
AT5G67570	1
AT3G14240	1
AT5G55700	1
AT3G19895	1
AT5G40700	1
AT5G64780	1
AT1G07810	1
AT1G08780	1
AT5G08560	1
AT3G03740	1
AT5G11260	1
AT1G70550	1
AT5G62910	1
AT1G29520	1
AT5G64270	1
AT5G57900	1
AT1G09960	1
AT1G31860	1
AT4G24805	1
AT1G01300	1
AT2G25950	1
AT5G06560	1
AT1G79530	1
AT4G09350	1
AT1G07650	1
AT3G16630	1
AT2G27680	1
AT2G01570	1
AT2G21560	1
AT2G34640	1
AT1G25220	1
AT4G30010	1
AT1G06850	1
AT1G62960	2
AT4G08500	1
AT5G49840	1
AT1G68530	2
AT3G07890	2
AT4G12130	1
AT3G26730	1
AT4G23630	1
AT4G05440	1
AT5G46730	1
AT4G15000	1
AT5G54310	1
AT1G19240	1
AT3G51850	2
AT4G37800	1
AT2G18980	1
AT2G36930	1
AT5G47420	1
AT1G67325	1
AT1G64500	1
AT5G22480	2
AT5G22340	1
AT3G05210	1
AT3G49850	2
AT3G48720	1
AT5G58620	1
AT4G22235	1
AT5G14520	1
AT5G17630	1
AT1G05140	1
AT5G35980	2
AT5G61270	1
AT3G03150	1
AT4G28780	1
AT3G61570	2
AT4G31850	1
AT5G62630	1
AT3G53280	1
AT2G14580	1
AT4G33910	1
AT5G21940	2
AT1G80650	1
AT1G68840	1
AT2G45430	1
AT2G38420	1
AT5G63000	1
AT5G24520	1
AT1G27200	2
AT5G27270	1
AT1G18030	1
AT1G07520	1
AT1G80560	1
AT1G05720	1
AT3G61560	1
AT2G10950	1
AT2G20000	1
AT5G67300	1
AT5G23710	1
AT5G24260	1
AT3G25597	1
AT1G22970	1
AT5G10790	2
AT1G17590	1
AT2G04890	2
AT3G01640	1
AT1G30210	2
AT1G28510	1
AT4G33050	1
AT1G31460	1
AT2G47180	1
AT1G53650	1
AT3G54190	1
AT4G21530	1
AT3G57590	1
AT5G41210	1
AT1G20650	1
AT2G36830	1
AT3G53410	1
AT4G10550	1
AT2G45245	1
AT1G53887	1
AT5G08770	1
AT2G19470	1
AT1G26770	1
AT5G04240	1
AT4G37210	2
AT1G45230	1
AT5G16980	1
AT3G54020	2
AT5G56320	1
AT4G32290	1
AT1G18335	1
AT2G27490	1
AT3G15060	1
AT1G17200	1
AT4G30200	1
AT5G02790	1
AT1G09060	1
AT3G62010	1
AT1G75680	2
AT1G02270	1
AT2G23310	1
AT3G07130	1
AT1G44900	1
AT1G29550	2
AT3G01980	1
AT1G05760	1
AT5G51590	1
AT2G47210	1
AT4G36360	1
AT1G28440	1
AT1G78140	1
ATCG00540	1
AT5G26160	1
AT1G16350	1
AT3G26932	1
AT4G08900	1
AT4G26220	1
AT3G54920	2
AT3G01310	1
AT1G66590	1
AT2G24490	1
AT1G52380	1
AT1G19680	1
AT3G12030	1
AT5G44610	1
AT4G31820	1
AT3G53030	1
AT5G49460	1
AT1G77690	1
AT4G12400	2
AT3G63420	1
AT5G02470	2
AT3G10520	1
AT4G16710	1
AT3G01420	1
AT4G15610	1
AT3G62422	1
AT3G20780	1
AT1G22520	1
AT4G00165	1
AT1G19480	1
AT1G47290	1
AT1G77130	1
AT1G60960	1
AT4G14270	1
AT3G04070	1
AT4G36640	1
AT5G53110	1
AT5G13460	1
AT4G02580	2
AT1G53190	1
AT5G66460	3
AT5G18800	1
AT2G06850	1
AT4G27100	1
AT1G80640	1
AT2G30140	1
AT3G62620	1
AT5G49210	1
AT2G04900	2
AT5G42810	1
AT5G54380	1
AT1G51610	2
AT2G44440	1
AT5G43020	1
AT4G00420	1
AT3G17830	1
AT3G23100	1
AT4G37080	1
AT2G30120	1
AT2G29590	1
AT5G42146	1
AT3G07100	1
AT3G03210	1
AT5G26570	1
AT3G26710	1
ATCG00810	1
AT3G23980	1
AT1G11890	1
AT4G34460	1
AT3G63490	1
AT5G12890	1
AT3G27150	1
AT5G49350	2
AT1G27921	1
AT1G04810	1
AT5G39360	1
AT1G12500	1
AT5G58760	1
AT1G06560	1
AT1G22650	1
AT2G39000	1
AT1G30540	1
AT4G34560	1
AT1G01010	1
AT1G71030	1
AT5G07840	2
AT1G01540	1
AT5G54090	1
AT1G16510	1
AT3G19800	1
AT2G16280	1
AT4G01220	1
AT2G47700	1
AT3G05250	1
AT4G26640	1
AT1G68160	1
AT1G31175	1
AT2G31680	1
AT2G11890	1
AT3G13340	1
AT4G29530	1
AT2G29390	1
AT1G44575	2
AT3G20550	1
AT4G15110	1
AT1G05470	1
AT3G04570	1
AT4G19500	1
AT2G35230	1
AT5G22770	1
AT4G29020	1
AT1G06460	1
AT1G61300	1
AT2G19970	1
AT4G26870	1
AT2G26460	1
AT2G24100	2
AT3G54810	1
AT1G69080	1
AT5G17920	1
AT1G64185	1
AT5G17670	1
AT3G13920	1
AT2G19680	1
AT1G14205	1
AT2G46180	1
AT1G12000	1
AT3G07160	1
AT2G42040	1
AT5G45275	1
AT4G19185	1
AT3G53180	1
AT3G15430	1
AT3G53930	1
AT1G30260	1
AT2G25605	1
AT3G48670	1
AT4G25290	1
AT4G28510	1
AT1G18160	1
AT1G11670	1
AT1G33811	1
AT4G33140	1
AT4G33640	1
AT5G65450	1
AT5G06240	2
AT4G37300	1
AT3G53760	2
AT1G33290	1
AT1G58370	1
